"","FID_1","modelLessVarsPredictedNoLabels"
"794","NT/57700/38905","PGRS"
"795","NT/58047/31432","PGRS"
"796","NT/57405/39472","PGRS"
"797","NT/57786/39567","PGRS"
"798","NT/57588/39523","PGRS"
"799","NT/58811/39827","WOSR"
"801","NT/58158/37660","PGRS"
"802","NT/59234/36512","PGRS"
"803","NT/59254/36367","PGRS"
"804","NT/59047/33569","PGRS"
"805","NT/57331/32825","PGRS"
"806","NT/56891/34983","PGRS"
"807","NT/59438/33664","PGRS"
"808","NT/59669/32834","SB"
"809","NT/58312/37911","PGRS"
"810","NT/57514/32821","PGRS"
"811","NT/58043/37939","PGRS"
"812","NT/59226/32894","PGRS"
"813","NT/58258/35429","PGRS"
"814","NT/59432/33337","PGRS"
"815","NT/59544/34020","PGRS"
"816","NT/58866/31197","PGRS"
"817","NT/59750/33382","WW"
"818","NT/58248/34434","PGRS"
"819","NT/58660/34699","PGRS"
"820","NT/58568/34658","PGRS"
"821","NT/58102/37076","PGRS"
"822","NT/58675/37130","PGRS"
"823","NT/58786/31118","PGRS"
"824","NT/58252/35190","PGRS"
"825","NT/58913/34842","SB"
"826","NT/57924/36946","PGRS"
"827","NT/58818/35106","SB"
"828","NT/58561/34759","PGRS"
"829","NT/58460/35696","WBS"
"830","NT/58156/33635","SB"
"831","NT/59859/31616","PGRS"
"832","NT/57988/36722","PGRS"
"833","NT/57312/34168","PGRS"
"834","NT/57132/33313","PGRS"
"835","NT/58424/35594","PGRS"
"836","NT/59597/31361","PGRS"
"837","NT/56972/32506","WW"
"838","NT/57361/30687","PGRS"
"839","NT/59778/34609","WW"
"840","NT/56927/34590","PGRS"
"841","NT/58501/34647","PGRS"
"842","NT/57194/37717","PGRS"
"843","NT/58665/39586","PGRS"
"844","NT/58210/36132","WBS"
"845","NT/59286/33761","SB"
"846","NT/58683/33337","PGRS"
"847","NT/58833/38241","WOSR"
"848","NT/58466/38302","PGRS"
"849","NT/59220/32331","WBS"
"850","NT/58987/39292","PGRS"
"851","NT/58033/38300","SB"
"852","NT/59372/33605","SB"
"853","NT/57181/36958","PGRS"
"854","NT/58293/35964","PGRS"
"855","NT/59492/30370","WOSR"
"856","NT/58508/30257","PGRS"
"857","NT/58157/33190","PGRS"
"858","NT/59379/35617","PGRS"
"859","NT/57676/36929","PGRS"
"860","NT/56926/36087","PGRS"
"861","NT/57007/37540","PGRS"
"862","NT/59537/35790","WW"
"863","NT/57155/35620","PGRS"
"864","NT/57373/35650","PGRS"
"865","NT/58101/34852","PGRS"
"866","NT/56931/34839","PGRS"
"867","NT/57612/32969","PGRS"
"868","NT/59098/35602","PGRS"
"869","NT/57163/32898","PGRS"
"870","NT/59068/35782","WW"
"871","NT/58867/35489","PGRS"
"872","NT/57499/35029","PGRS"
"873","NT/57454/33776","PGRS"
"874","NT/57781/33662","PGRS"
"875","NT/56773/33434","WO"
"876","NT/58003/32503","PGRS"
"877","NT/58195/32543","PGRS"
"878","NT/58176/32610","PGRS"
"879","NT/57351/35536","PGRS"
"880","NT/57493/34904","PGRS"
"881","NT/56964/33524","WO"
"882","NT/57431/34657","PGRS"
"883","NT/58731/30207","WBS"
"884","NT/57301/35816","PGRS"
"885","NT/57414/33087","SB"
"886","NT/57691/32879","PGRS"
"887","NT/57183/34966","PGRS"
"888","NT/59037/31405","PGRS"
"889","NT/56924/36793","PGRS"
"890","NT/57536/32711","PGRS"
"891","NT/57542/30527","WW"
"892","NT/56970/34216","WO"
"893","NT/58622/31310","PGRS"
"894","NT/56856/32891","PGRS"
"895","NT/56874/32154","PGRS"
"896","NT/58566/31181","PGRS"
"897","NT/59167/31531","PGRS"
"898","NT/57349/30432","PGRS"
"899","NT/57160/32321","WBS"
"900","NT/58410/31782","PGRS"
"901","NT/57029/30715","PGRS"
"902","NT/59542/31971","WBS"
"903","NT/59465/32144","PGRS"
"904","NT/56914/32693","PGRS"
"905","NT/59294/35098","PGRS"
"906","NT/57639/39108","PGRS"
"907","NT/57324/35717","PGRS"
"908","NT/59610/31810","PGRS"
"909","NT/58759/37976","PGRS"
"910","NT/56951/35427","PGRS"
"911","NT/57705/39956","SO"
"912","NT/58680/31554","PGRS"
"913","NT/59398/38643","SB"
"914","NT/57689/33161","PGRS"
"915","NT/57240/39397","PGRS"
"916","NT/59474/36554","PGRS"
"917","NT/57977/33158","PGRS"
"918","NT/57884/34086","PGRS"
"919","NT/57680/30900","SB"
"920","NT/58135/32492","PGRS"
"921","NT/58160/32531","PGRS"
"922","NT/57812/32168","PGRS"
"923","NT/57158/36144","PGRS"
"924","NT/57028/35838","PGRS"
"925","NT/58852/36454","PGRS"
"926","NT/58640/39746","PGRS"
"927","NT/57801/37924","PGRS"
"928","NT/57468/38980","PGRS"
"929","NT/57366/39016","PGRS"
"930","NT/57724/33997","PGRS"
"931","NT/57200/35926","PGRS"
"932","NT/57469/30167","PGRS"
"933","NT/59136/37849","WB"
"934","NT/58368/30115","PGRS"
"935","NT/57888/30073","PGRS"
"936","NT/58430/39356","SB"
"937","NT/57760/36257","PGRS"
"938","NT/58806/35842","PGRS"
"939","NT/58498/38990","PGRS"
"940","NT/57853/34381","PGRS"
"941","NT/58217/32608","PGRS"
"942","NT/57545/36558","PGRS"
"943","NT/57487/37026","PGRS"
"944","NT/58583/38534","PGRS"
"945","NT/59419/31770","PGRS"
"946","NT/59487/30265","PGRS"
"947","NT/58568/31503","PGRS"
"948","NT/59635/39931","WW"
"949","NT/58333/31548","PGRS"
"950","NT/58114/31429","PGRS"
"951","NT/57208/37559","PGRS"
"952","NT/57269/37699","PGRS"
"953","NT/58896/31845","PGRS"
"954","NT/57319/31115","PGRS"
"955","NT/58539/31393","PGRS"
"956","NT/58482/31123","SB"
"957","NT/56794/30067","PGRS"
"958","NT/58282/39898","PGRS"
"959","NT/57380/39905","SB"
"960","NT/58617/36029","SB"
"961","NT/58904/38569","PGRS"
"962","NT/59264/36796","WW"
"963","NT/59028/36679","PGRS"
"964","NT/57619/37658","PGRS"
"965","NT/59321/34772","PGRS"
"966","NT/59375/33364","PGRS"
"967","NT/59574/33397","PGRS"
"968","NT/58819/38761","PGRS"
"969","NT/58799/30818","SB"
"970","NT/58200/39755","SB"
"971","NT/57113/39590","PGRS"
"972","NT/57459/36962","PGRS"
"973","NT/56884/38614","SB"
"974","NT/57904/31050","PGRS"
"975","NT/59134/37066","PGRS"
"976","NT/59395/36744","PGRS"
"977","NT/58586/38053","PGRS"
"978","NT/58562/37697","PGRS"
"979","NT/57769/37280","PGRS"
"980","NT/57050/37690","PGRS"
"981","NT/57902/37744","PGRS"
"982","NT/59581/35279","WW"
"983","NT/59466/31964","PGRS"
"984","NT/59502/32048","PGRS"
"985","NT/58291/32112","PGRS"
"986","NT/58541/32796","SB"
"987","NT/56985/31892","WOSR"
"988","NT/57277/30841","PGRS"
"989","NT/59569/32143","PGRS"
"990","NT/58708/31179","PGRS"
"991","NT/57031/34417","SB"
"992","NT/58167/36223","PGRS"
"993","NT/58079/34585","PGRS"
"994","NT/58631/34992","WBS"
"995","NT/57498/36145","PGRS"
"996","NT/58621/30114","PGRS"
"997","NT/59342/36071","PGRS"
"998","NT/58776/30501","WB"
"999","NT/59064/36015","WB"
"1000","NT/58532/34839","SB"
"1001","NT/58939/32477","SB"
"1002","NT/57760/34403","PGRS"
"1003","NT/57715/30303","PGRS"
"1004","NT/58108/32549","PGRS"
"1005","NT/57463/35111","PGRS"
"1006","NT/57184/35752","PGRS"
"1007","NT/57226/30108","WW"
"1008","NT/59410/33010","SB"
"1009","NT/59398/32484","PGRS"
"1010","NT/59015/30340","WB"
"1011","NT/59098/30486","PGRS"
"1012","NT/57652/30026","PGRS"
"1013","NT/57642/33058","WBS"
"1014","NT/58002/30455","PGRS"
"1015","NT/58230/32546","PGRS"
"1016","NT/58007/33314","PGRS"
"1017","NT/57850/39168","PGRS"
"1018","NT/57930/39093","PGRS"
"1019","NT/57768/36619","WB"
"1020","NT/57550/36702","SB"
"1021","NT/57172/33968","WO"
"1022","NT/56962/33796","PGRS"
"1023","NT/58657/30286","PGRS"
"1024","NT/59046/32264","PGRS"
"1025","NT/59650/33842","SB"
"1026","NT/57936/32606","PGRS"
"1027","NT/58021/34811","SO"
"1028","NT/57686/36715","PGRS"
"1029","NT/58582/35759","PGRS"
"1030","NT/58285/33130","PGRS"
"1031","NT/56855/34033","PGRS"
"1032","NT/57635/33550","PGRS"
"1033","NT/57217/33161","PGRS"
"1034","NT/59572/34341","PGRS"
"1035","NT/59132/31935","PGRS"
"1036","NT/59304/34403","PGRS"
"1037","NT/58088/35871","PGRS"
"1038","NT/59035/33223","PGRS"
"1039","NT/59235/31921","PGRS"
"1040","NT/57401/35141","PGRS"
"1041","NT/57035/37337","PGRS"
"1042","NT/57928/31279","WB"
"1043","NT/56828/31299","WW"
"1044","NT/59764/30082","PGRS"
"1045","NT/59696/30416","WBS"
"1046","NT/57064/39808","PGRS"
"1047","NT/57080/31263","SB"
"1048","NT/57087/37505","PGRS"
"1049","NT/56991/39772","WOSR"
"1050","NT/58252/39134","PGRS"
"1051","NT/59296/30379","PGRS"
"1052","NT/56756/31498","SO"
"1053","NT/58473/31639","PGRS"
"1054","NT/56835/31121","WB"
"1055","NT/57098/31707","WOSR"
"1056","NT/56997/37854","PGRS"
"1057","NT/58893/36209","PGRS"
"1058","NT/58946/36891","WB"
"1059","NT/58546/36226","SB"
"1060","NT/59560/36886","WW"
"1061","NT/58461/39907","PGRS"
"1062","NT/59580/37368","PGRS"
"1063","NT/58612/31257","PGRS"
"1064","NT/58662/31227","PGRS"
"1065","NT/57603/34233","PGRS"
"1066","NT/57457/34446","SB"
"1067","NT/58336/31219","PGRS"
"1068","NT/57477/34176","PGRS"
"1069","NT/57261/34434","SB"
"1070","NT/58547/30587","PGRS"
"1071","NT/57130/39486","PGRS"
"1072","NT/57119/39550","PGRS"
"1073","NT/59778/37609","PGRS"
"1074","NT/59520/36683","PGRS"
"1075","NT/59450/30128","PGRS"
"1076","NT/59472/31873","PGRS"
"1077","NT/57112/30415","WOSR"
"1078","NT/57582/39747","SB"
"1079","NT/59285/37298","PGRS"
"1080","NT/57030/30930","PGRS"
"1081","NT/58457/34557","PGRS"
"1082","NT/58715/37797","PGRS"
"1083","NT/59115/38520","WOSR"
"1084","NT/58690/32286","SB"
"1085","NT/59770/33690","PGRS"
"1086","NT/57592/31083","SB"
"1087","NT/59334/32126","PGRS"
"1088","NT/59547/31840","PGRS"
"1089","NT/59350/31922","PGRS"
"1090","NT/59633/31970","PGRS"
"1091","NT/56983/31022","PGRS"
"1092","NT/57842/30675","WW"
"1093","NT/58447/37532","PGRS"
"1094","NT/58751/38011","WBS"
"1095","NT/59278/39565","PGRS"
"1096","NT/59536/39480","WW"
"1097","NT/58364/32047","PGRS"
"1098","NT/58438/31330","PGRS"
"1099","NT/58659/35380","PGRS"
"1100","NT/58123/39012","PGRS"
"1101","NT/57343/33171","PGRS"
"1102","NT/58551/35506","PGRS"
"1103","NT/59315/34607","PGRS"
"1104","NT/59483/33780","PGRS"
"1105","NT/58198/38132","PGRS"
"1106","NT/58727/30036","PGRS"
"1107","NT/58106/35057","SB"
"1108","NT/59985/30127","PGRS"
"1109","NT/59827/35310","SB"
"1110","NT/59598/37138","WW"
"1111","NT/59968/39932","WOSR"
"1112","NT/59842/30290","WOSR"
"1113","NT/59879/37423","PGRS"
"1114","NT/59898/35023","SB"
"1115","NT/59809/32649","PGRS"
"1116","NT/59796/38900","WOSR"
"1117","NT/59580/34898","PGRS"
"1118","NT/59780/31403","PGRS"
"1119","NT/59895/37026","WW"
"1120","NT/59832/33935","WW"
"1121","NT/59758/35580","SB"
"1122","NT/57221/33434","PGRS"
"1123","NT/57482/39266","PGRS"
"1124","NT/57414/32917","PGRS"
"1125","NT/59759/30559","WOSR"
"1126","NT/59920/37632","PGRS"
"1127","NT/59880/33454","SB"
"1128","NT/59800/36459","PGRS"
"1129","NT/59826/31650","WO"
"1130","NT/59839/32322","WW"
"1131","NT/59948/33620","PGRS"
"1132","NT/57089/35139","PGRS"
"1133","NT/59886/32973","SB"
"1134","NT/59871/39609","PGRS"
"1135","NT/59915/34320","PGRS"
"1136","NT/59877/38433","WW"
"1137","NT/59495/39192","WOSR"
"1138","NT/59987/39198","WOSR"
"1139","NT/57148/34672","PGRS"
"1140","NT/58814/31251","PGRS"
"1141","NT/59272/36581","PGRS"
"1142","NT/58220/34694","PGRS"
"1143","NT/58126/39461","SB"
"1144","NT/59270/33950","PGRS"
"1145","NT/57268/36780","PGRS"
"1146","NT/57005/36463","PGRS"
"1147","NT/57238/36479","PGRS"
"1148","NT/57653/40607","PGRS"
"1149","NT/58621/40663","SB"
"1150","NT/57732/40231","PGRS"
"1151","NT/57337/40126","SB"
"1152","NT/59675/40925","PGRS"
"1153","NT/59510/40989","PGRS"
"1154","NT/57099/41369","PGRS"
"1155","NT/56970/40098","WOSR"
"1156","NT/57045/40939","SB"
"1157","NT/57158/40604","SB"
"1158","NT/59235/40390","WW"
"1159","NT/58805/40080","WW"
"1160","NT/59359/40657","WW"
"1161","NT/58483/41336","WB"
"1162","NT/59400/41205","PGRS"
"1163","NT/58744/40360","WW"
"1164","NT/57803/40224","PGRS"
"1165","NT/57623/40164","SO"
"1166","NT/57609/40383","SB"
"1167","NT/58267/40712","SB"
"1168","NT/58003/40804","PGRS"
"1169","NT/59453/41071","PGRS"
"1170","NT/57793/40861","SB"
"1171","NT/58195/40123","WW"
"1172","NT/57366/40956","PGRS"
"1173","NT/58900/41052","WW"
"1174","NT/56895/40416","WOSR"
"1175","NT/59481/40902","PGRS"
"1176","NT/57579/40940","PGRS"
"1177","NT/57837/40080","PGRS"
"1178","NT/59612/41226","WW"
"1179","NT/57244/40328","SB"
"1180","NT/59793/40973","PGRS"
"1181","NT/59908/40734","PGRS"
"1182","NT/57816/40064","PGRS"
"1183","NT/59899/40861","PGRS"
"1184","NT/59834/40557","WW"
"1185","NT/59934/40345","WOSR"
"1186","NT/59883/41183","PGRS"
"1187","NT/59906/40937","PGRS"
"1188","NT/60147/17904","PGRS"
"1189","NT/60035/16038","PGRS"
"1190","NT/60202/18157","PGRS"
"1191","NT/60053/15928","PGRS"
"1192","NT/60139/16843","PGRS"
"1193","NT/60258/17404","PGRS"
"1194","NT/60302/15724","PGRS"
"1195","NT/60287/16271","PGRS"
"1196","NT/60209/16264","PGRS"
"1197","NT/60155/16380","PGRS"
"1198","NT/60182/18252","PGRS"
"1199","NT/60097/18205","PGRS"
"1200","NT/59999/17888","PGRS"
"1201","NT/60041/18048","WBS"
"1202","NT/60304/15408","SB"
"1203","NT/60296/17844","PGRS"
"1204","NT/60324/17947","PGRS"
"1205","NT/60368/17996","PGRS"
"1206","NT/60241/15892","PGRS"
"1207","NT/60174/16222","PGRS"
"1208","NT/60362/18144","PGRS"
"1209","NT/60260/17017","PGRS"
"1210","NT/60147/17595","PGRS"
"1211","NT/60286/17581","PGRS"
"1212","NT/60462/15842","PGRS"
"1213","NT/60395/17080","PGRS"
"1214","NT/60153/19683","SB"
"1215","NT/60102/19352","WB"
"1216","NT/60209/18831","WW"
"1217","NT/64134/18632","PGRS"
"1218","NT/70022/15514","SB"
"1219","NT/65520/15955","SB"
"1220","NT/65988/15246","PGRS"
"1221","NT/64530/19233","PGRS"
"1222","NT/62993/15820","PGRS"
"1223","NT/61481/19275","PGRS"
"1224","NT/63210/15003","PGRS"
"1225","NT/66597/19366","PGRS"
"1226","NT/69939/18760","PGRS"
"1227","NT/64243/19066","PGRS"
"1228","NT/64659/18063","PGRS"
"1229","NT/64185/17794","PGRS"
"1230","NT/64605/17672","PGRS"
"1231","NT/69896/19222","PGRS"
"1232","NT/66482/18803","PGRS"
"1233","NT/68390/19516","PGRS"
"1234","NT/63384/15320","PGRS"
"1235","NT/62169/19799","PGRS"
"1236","NT/62762/19944","PGRS"
"1237","NT/64230/18248","PGRS"
"1238","NT/61159/18828","PGRS"
"1239","NT/67145/16842","PGRS"
"1240","NT/61337/15174","PGRS"
"1241","NT/62187/18404","PGRS"
"1242","NT/61214/14968","PGRS"
"1243","NT/63262/16526","PGRS"
"1244","NT/68985/16398","PGRS"
"1245","NT/62716/16521","PGRS"
"1246","NT/66005/17116","PGRS"
"1247","NT/64842/19803","PC"
"1248","NT/66088/16352","PGRS"
"1249","NT/61837/19711","PGRS"
"1250","NT/66758/15879","PGRS"
"1251","NT/66938/17753","PGRS"
"1252","NT/69125/19091","SB"
"1253","NT/63419/18291","PGRS"
"1254","NT/65009/15489","PGRS"
"1255","NT/64723/15297","PGRS"
"1256","NT/68820/18967","PGRS"
"1257","NT/68818/19207","PGRS"
"1258","NT/63937/17771","PGRS"
"1259","NT/66614/16287","PGRS"
"1260","NT/61904/17040","PGRS"
"1261","NT/62671/16372","PGRS"
"1262","NT/64783/15690","PGRS"
"1263","NT/67184/14856","PGRS"
"1264","NT/63170/16875","PGRS"
"1265","NT/64708/16111","PGRS"
"1266","NT/60752/17657","PGRS"
"1267","NT/62106/16199","PGRS"
"1268","NT/65671/18732","PGRS"
"1269","NT/67032/19399","WPOT"
"1270","NT/64878/17492","PGRS"
"1271","NT/62486/17310","PGRS"
"1272","NT/67384/16660","PGRS"
"1273","NT/66650/16625","PGRS"
"1274","NT/62820/18053","PGRS"
"1275","NT/63927/14854","WW"
"1276","NT/64444/14914","PGRS"
"1277","NT/63376/15818","PGRS"
"1278","NT/66382/17409","PGRS"
"1279","NT/67561/16767","PGRS"
"1280","NT/65065/16250","PGRS"
"1281","NT/64559/16082","PGRS"
"1282","NT/61034/18363","WW"
"1283","NT/65050/18017","PGRS"
"1284","NT/65282/17471","PGRS"
"1285","NT/62751/15851","PGRS"
"1286","NT/61370/16166","PGRS"
"1287","NT/60786/14968","PGRS"
"1288","NT/65890/16743","PGRS"
"1289","NT/66921/19900","SB"
"1290","NT/64823/16069","PGRS"
"1291","NT/64984/15831","PGRS"
"1292","NT/64214/18555","PGRS"
"1293","NT/61341/19671","PGRS"
"1294","NT/63316/18018","WB"
"1295","NT/67336/14759","PGRS"
"1296","NT/63824/19294","PGRS"
"1297","NT/67191/17573","PGRS"
"1298","NT/64323/18829","PGRS"
"1299","NT/68117/17471","PGRS"
"1300","NT/66307/17783","PGRS"
"1301","NT/63819/19764","PGRS"
"1302","NT/69877/15628","PGRS"
"1303","NT/63362/19738","PGRS"
"1304","NT/65317/18644","PGRS"
"1305","NT/65658/15381","PGRS"
"1306","NT/66821/16112","PGRS"
"1307","NT/66845/15979","PGRS"
"1308","NT/66785/14826","PGRS"
"1309","NT/69002/19696","PGRS"
"1310","NT/65533/18705","PGRS"
"1311","NT/64669/15417","PGRS"
"1312","NT/65190/15688","PGRS"
"1313","NT/64177/16988","PGRS"
"1314","NT/69882/19518","SB"
"1315","NT/65074/19078","PGRS"
"1316","NT/67569/17285","PGRS"
"1317","NT/61405/15474","PGRS"
"1318","NT/66469/19451","PGRS"
"1319","NT/69352/19153","PGRS"
"1320","NT/64573/18734","PGRS"
"1321","NT/69071/19951","SO"
"1322","NT/64332/17922","PGRS"
"1323","NT/64711/19585","PGRS"
"1324","NT/67848/18047","PGRS"
"1325","NT/69823/15575","PGRS"
"1326","NT/63060/16118","PGRS"
"1327","NT/66196/18401","PGRS"
"1328","NT/67227/18301","PGRS"
"1329","NT/64395/19626","PGRS"
"1330","NT/69717/18763","PGRS"
"1331","NT/69454/18474","SB"
"1332","NT/60957/19772","PGRS"
"1333","NT/68018/19667","SB"
"1334","NT/68345/18889","PGRS"
"1335","NT/68920/18903","SO"
"1336","NT/69531/19503","PGRS"
"1337","NT/65040/16775","SO"
"1338","NT/63304/17160","PGRS"
"1339","NT/69996/18248","PGRS"
"1340","NT/60831/18180","WW"
"1341","NT/60806/16631","PGRS"
"1342","NT/66142/19103","WW"
"1343","NT/68686/18600","WW"
"1344","NT/69974/18563","PGRS"
"1345","NT/63921/18383","PGRS"
"1346","NT/68603/15601","PGRS"
"1347","NT/66991/16920","PGRS"
"1348","NT/63569/16034","PGRS"
"1349","NT/69371/16356","PGRS"
"1350","NT/69665/16206","WO"
"1351","NT/68568/19296","SB"
"1352","NT/68715/19193","PGRS"
"1353","NT/68819/19080","PGRS"
"1354","NT/69022/19299","PGRS"
"1355","NT/68894/19406","SB"
"1356","NT/61192/19146","PGRS"
"1357","NT/63310/18990","WO"
"1358","NT/64685/17373","PGRS"
"1359","NT/67454/15490","PGRS"
"1360","NT/65525/15039","SB"
"1361","NT/65132/15917","WW"
"1362","NT/66705/19283","PGRS"
"1363","NT/63940/16607","PGRS"
"1364","NT/64616/15869","PGRS"
"1365","NT/64030/16111","PGRS"
"1366","NT/60816/19760","PGRS"
"1367","NT/64147/15100","PGRS"
"1368","NT/68178/19554","SB"
"1369","NT/68255/19266","PGRS"
"1370","NT/65013/18711","PGRS"
"1371","NT/69035/15571","PGRS"
"1372","NT/66763/16021","PGRS"
"1373","NT/65696/17130","PGRS"
"1374","NT/68817/17586","WW"
"1375","NT/62294/16301","PGRS"
"1376","NT/67087/18796","SB"
"1377","NT/60997/18749","PGRS"
"1378","NT/67833/19910","SB"
"1379","NT/63775/19078","PGRS"
"1380","NT/64011/19838","PGRS"
"1382","NT/67084/16050","PGRS"
"1383","NT/69681/19643","PGRS"
"1384","NT/60779/17243","PGRS"
"1385","NT/66738/15086","PGRS"
"1386","NT/62709/16786","PGRS"
"1387","NT/67360/17816","PGRS"
"1388","NT/62944/18881","PGRS"
"1389","NT/65500/18295","PGRS"
"1390","NT/63552/16663","PGRS"
"1391","NT/67776/17132","PGRS"
"1392","NT/63086/17844","SB"
"1393","NT/62995/16592","PGRS"
"1394","NT/69515/18845","PGRS"
"1395","NT/62627/16740","PGRS"
"1396","NT/64142/18938","PGRS"
"1397","NT/61574/14639","WO"
"1398","NT/62033/17574","PGRS"
"1399","NT/64583/17961","PGRS"
"1400","NT/61569/17900","PGRS"
"1401","NT/68273/18202","PGRS"
"1402","NT/64757/18298","PGRS"
"1403","NT/61598/18530","PGRS"
"1404","NT/62623/17041","PGRS"
"1405","NT/63534/19440","PGRS"
"1406","NT/65789/17388","PGRS"
"1407","NT/65897/17237","WW"
"1408","NT/64446/17479","PGRS"
"1409","NT/69492/19885","SB"
"1410","NT/63590/19917","PGRS"
"1411","NT/63455/17019","PGRS"
"1412","NT/66293/18077","PGRS"
"1413","NT/67411/18558","PGRS"
"1414","NT/66621/17052","PGRS"
"1415","NT/60524/15996","PGRS"
"1416","NT/64324/18669","PGRS"
"1417","NT/61025/14719","SB"
"1418","NT/64176/19917","PGRS"
"1419","NT/63904/17183","PGRS"
"1420","NT/61211/17238","PGRS"
"1421","NT/62052/16074","PGRS"
"1422","NT/61974/18878","PGRS"
"1423","NT/64784/18160","PGRS"
"1424","NT/69275/18585","SB"
"1425","NT/63748/15744","PGRS"
"1426","NT/63627/15393","PGRS"
"1427","NT/66064/15891","PGRS"
"1428","NT/65051/16503","PGRS"
"1429","NT/67744/18279","PGRS"
"1430","NT/64843/17774","PGRS"
"1431","NT/64830/14770","SB"
"1432","NT/66806/16517","PGRS"
"1433","NT/61862/16007","PGRS"
"1434","NT/65838/18378","PGRS"
"1435","NT/66887/18506","PGRS"
"1436","NT/64490/19989","PGRS"
"1437","NT/62533/19824","PGRS"
"1438","NT/63557/16118","PGRS"
"1440","NT/69669/19218","PGRS"
"1441","NT/69249/17403","SO"
"1442","NT/61353/18261","PGRS"
"1443","NT/64390/17202","PGRS"
"1444","NT/64408/17321","PGRS"
"1445","NT/63428/16129","PGRS"
"1446","NT/66242/15749","PGRS"
"1447","NT/65103/18882","WBS"
"1448","NT/64306/19291","PGRS"
"1449","NT/62778/16147","PGRS"
"1450","NT/68713/19814","SO"
"1451","NT/69307/19925","PGRS"
"1452","NT/69176/16326","PGRS"
"1453","NT/65248/15860","PGRS"
"1454","NT/64344/15950","WW"
"1455","NT/64654/15451","PGRS"
"1456","NT/68089/19071","SB"
"1457","NT/65196/17656","PGRS"
"1458","NT/64282/18705","PGRS"
"1459","NT/68085/18243","PGRS"
"1460","NT/68505/18488","PGRS"
"1461","NT/69608/15389","PGRS"
"1462","NT/64823/19338","PGRS"
"1463","NT/64895/19570","PGRS"
"1464","NT/64631/19441","PGRS"
"1465","NT/64444/19497","PGRS"
"1466","NT/64351/15218","PGRS"
"1467","NT/68581/17893","PGRS"
"1468","NT/68667/18984","SB"
"1469","NT/60676/16925","PGRS"
"1470","NT/67040/15531","PGRS"
"1471","NT/69764/19007","PGRS"
"1472","NT/62768/17227","PGRS"
"1473","NT/64508/17401","PGRS"
"1474","NT/65446/19418","PGRS"
"1475","NT/63533/16841","PGRS"
"1476","NT/62292/19469","PGRS"
"1477","NT/65834/16888","PGRS"
"1478","NT/68179/18629","PGRS"
"1479","NT/67634/19666","SO"
"1480","NT/66627/19683","PGRS"
"1481","NT/66793/17476","WW"
"1482","NT/68501/17259","PGRS"
"1483","NT/61381/15556","PGRS"
"1484","NT/67002/17299","PGRS"
"1485","NT/64106/16437","PGRS"
"1486","NT/62814/16513","PGRS"
"1487","NT/68654/19476","PGRS"
"1488","NT/65716/17467","PGRS"
"1489","NT/64515/15593","PGRS"
"1490","NT/67131/16479","PGRS"
"1491","NT/69299/18922","WW"
"1492","NT/65747/16932","PGRS"
"1493","NT/63165/15510","PGRS"
"1495","NT/61250/19935","PGRS"
"1496","NT/63034/14741","PGRS"
"1497","NT/60776/18485","PGRS"
"1498","NT/61179/19278","PGRS"
"1499","NT/61274/17815","PGRS"
"1500","NT/63026/16405","PGRS"
"1501","NT/69804/15846","WW"
"1502","NT/65891/14944","PGRS"
"1503","NT/61597/19993","PGRS"
"1504","NT/69526/19799","PGRS"
"1505","NT/69778/18038","PGRS"
"1506","NT/69305/15094","PGRS"
"1507","NT/69912/17970","WPOT"
"1508","NT/67372/15053","PGRS"
"1509","NT/68410/14861","PGRS"
"1510","NT/69728/18234","PGRS"
"1511","NT/65811/16409","PGRS"
"1512","NT/68916/16871","PGRS"
"1513","NT/69861/17116","PGRS"
"1514","NT/64782/19996","PGRS"
"1515","NT/68991/17063","WB"
